"id","escolha","tempo_carro","tempo_transporte_publico","tempo_bicicleta","custo_carro","custo_transporte_publico","custo_bicicleta","renda","idade","genero","ocupacao_empregado","ocupacao_autonomo","educacao_fundamental","educacao_medio","educacao_superior","possui_carro"
169,1,46.2734708801773,51.621608566276,67.270478485813,8.54629217564026,2.82092704561189,2.87236043964868,12055.1858929599,34.2535355568385,2,0,0,0,1,0,1
170,2,58.4334837339682,59.6620286629182,83.7205700605376,16.1052343960221,7.50549398390331,2.29944279494907,12909.6972087881,17.775387263415,1,1,0,0,0,1,1
171,1,41.553327915806,52.6577348605893,63.2363322340703,14.9007440857028,7.22592997396115,2.53579899140247,9439.79668655806,48.9314250928699,1,1,0,0,1,0,1
172,1,57.5492860269092,62.7314642038508,81.4122357318448,12.0837804522443,5.14924775034149,2.25701598239553,5791.05226622643,29.8999900570815,2,0,0,1,0,0,1
173,2,18.8241620799496,23.5849472990533,19.7391153007422,13.0814624077507,7.42418832600671,1.34662076138911,6250.9501417592,39.6477387997755,1,1,0,0,1,0,1
174,3,70.3418838197006,75.8504281315358,106.320403392947,10.271260510149,5.10445322236602,2.96029884008329,6165.70405414584,26.9210984301655,1,1,0,0,1,0,1
175,2,57.9716696777787,65.2633195110297,85.9322746609862,12.1813633373414,6.83856465962559,2.38080969745496,9810.05013083267,22.3464830151239,2,1,0,0,1,0,1
176,2,42.7383601667138,51.8702811895557,63.1189966044122,13.6300446511769,6.95549909728276,1.53373437288635,7292.70998192807,43.2971915032944,1,0,1,0,1,0,1
177,2,23.2648930479125,41.5297821705412,38.7049935182222,14.6949505644806,6.94267023694587,3.1449941276976,16712.6482748702,27.2157556324818,1,1,0,0,1,0,1
178,2,54.6451305006297,70.9476961629783,80.1594435251017,22.9657659505823,12.2842756260131,4.36686381730657,7195.12616205375,31.5011348029883,2,0,1,0,1,0,1
179,3,52.2479079572215,60.3281716059318,76.9514762862694,5.32785773469712,4.68640763976647,0.55553133816853,8444.27854520912,46.6889828367411,2,1,0,0,1,0,1
180,1,44.9046656036792,58.4930406416961,60.1692711988822,20.8488445895023,11.1753598072935,3.42725107409755,7379.61505149415,7.25145407864983,2,0,1,0,1,0,1
181,1,47.2718383929364,57.8285239835009,61.5256841700264,16.0290747608664,8.90796500523956,5.09482109720106,6072.31958464536,26.7533879056978,1,0,1,1,0,0,0
182,3,36.2383654447529,44.1441842115953,52.0268347439768,2.7280287377134,1.34003091864904,1.779259297059,10542.7154716537,56.3547277788367,2,1,0,0,1,0,1
183,2,50.5321009894536,62.8230056314729,69.1643623833347,10.3377166320534,6.4076977876802,1.50039149731926,6417.28362079804,37.9353663429284,1,1,0,0,0,1,0
184,1,49.4198150957927,60.0346675599343,74.5129423604852,8.22394204816812,4.25628727717661,1.89805590426827,8007.11227132439,17.8017957156781,2,1,0,0,1,0,0
185,2,40.8111093998614,54.3039988523295,59.4913576407588,6.40199729028149,3.56610997076804,1.46113035539018,7154.35929934615,37.4069746397008,1,1,0,0,1,0,1
186,2,24.9564501766027,33.3458801071697,43.4593229557171,2.77268109463045,1.63794296283166,1.29828742777528,-485.423957161893,38.5459173073733,2,1,0,0,1,0,1
187,1,55.5112322766005,63.3984284706916,80.7719304733988,9.03538770240033,4.01810610747946,1.32476465377068,9952.79094898309,28.6895566063764,2,0,1,0,1,0,0
188,2,53.3129493341105,60.8788104576641,78.0185705334056,9.38783990837882,5.34303280005455,3.56469110502357,8473.27751334,29.7759427250971,2,0,1,1,0,0,1
189,1,32.4554011079788,45.744012971352,45.7554188194363,10.0587319423186,3.53618704915572,2.71878958783822,5439.68893200389,37.5317019877522,2,0,0,0,0,1,1
190,1,21.0811775699064,33.2639371334739,30.279055808192,-0.366681713497112,-0.451340880913498,0.553506788317874,12089.3002579222,48.0769144441098,2,0,1,0,1,0,1
191,2,48.0743787088145,62.0167190185841,70.5867843350267,14.6490153305733,6.10603873387033,2.50210013253405,4211.31148648653,27.903103795475,1,0,1,0,1,0,1
192,1,39.8236803304067,46.7638338603413,63.072007706502,16.4781074793982,6.83088154694717,4.3100679459752,2666.16036283779,46.594739313937,1,1,0,0,0,1,1
193,2,48.7891755504668,56.5199893808123,66.4909267537389,16.7378572429481,8.69740713514712,4.03961170297478,5939.24106477332,15.5904121645075,2,0,1,1,0,0,1
194,3,25.5899630177317,29.4812055629915,39.6892618815858,16.6244430422373,6.89176504284597,3.95374470538149,4446.99343312023,61.8902806364934,1,1,0,0,1,0,1
195,2,30.6124433342946,33.2523570136999,44.7691223278787,13.2030379069822,6.52731415713112,1.9019757651368,10369.0319051829,47.2530379503201,2,1,0,1,0,0,0
196,2,61.2866228051985,74.3333496325563,101.304679322829,20.8101001900665,10.115669171593,4.48827221322676,8257.89131285081,30.5288227038508,2,1,0,0,1,0,1
197,2,51.0566235707357,53.8671296947875,68.648844330998,6.74126709635549,1.85900913243257,1.20735357098395,6889.81567226179,36.7568653956908,1,1,0,0,0,1,0
198,3,53.7973130507895,61.7557648735604,74.3080780592659,4.64037183767334,0.584014258601809,0.986326920870487,8028.00910112923,23.2095401530424,1,1,0,1,0,0,0
199,2,72.2284266923093,82.3966339188929,107.518916544826,14.0270275198475,7.48530526341359,2.91168328361694,5146.82122498153,26.8051056467211,2,1,0,1,0,0,0
200,1,46.9323214290357,51.2768289300553,74.5109955928418,14.6449445235249,7.72897289363776,1.64412277465998,8545.15313419341,41.5702221743176,2,1,0,0,1,0,0
201,1,14.9860614340273,34.9819172068027,24.9183019502631,7.52090128957939,3.37948026632421,1.77315001997814,8571.01953209857,13.2256884746136,2,0,1,0,1,0,1
202,1,50.0066579615035,60.7834401466436,71.7886007377329,12.2196367225915,5.47302895911862,1.11969340531606,7784.78369180564,46.1269906698926,1,1,0,0,1,0,1
203,1,62.5698769103819,73.602572183485,93.9808972918956,13.9398577452183,5.50462127837474,3.00518968250354,7991.44486984822,48.0365966949724,2,1,0,0,0,1,1
204,1,75.8930886344896,87.818937521356,103.938210881891,14.2780561944095,6.19485551344747,4.44111745664775,4675.34311426257,39.466926517885,1,0,1,0,1,0,0
205,2,24.3470760263922,33.3827440671533,38.0382501383999,17.2593389747722,7.11048968640844,4.61868914899154,10805.5753021208,28.541004353725,1,0,1,0,1,0,1
206,2,27.7371665155934,29.8449019032059,47.9715652148161,17.6003279254178,10.1875044591985,3.89522217151647,3542.48164478801,45.6036441876669,1,0,1,1,0,0,1
207,2,34.4126790785982,45.4195245281605,51.7393825813978,-2.57284513609451,-3.17784387935462,-1.57603023196063,14685.6256952795,35.5604780218324,1,0,0,1,0,0,1
208,1,29.1891632688421,31.9302327167523,41.6435380713594,22.367964140527,9.71031159700731,3.95562386432804,12872.4056676134,59.3093001510319,1,0,1,1,0,0,1
209,3,35.3138441528626,47.8873552321944,46.9659778294719,14.7360158776633,7.91399466200716,2.97480533286858,9559.29387576,44.0402497961346,1,1,0,1,0,0,1
210,1,42.2193304848524,51.6834438344631,60.1643194880759,8.57783792552609,2.62564164799333,1.0473501891828,3943.914089714,60.3193483243735,2,1,0,0,1,0,1
211,1,26.9816692389002,38.6278677850614,47.2485865494364,5.31225358693219,3.74417752661774,1.12277880704714,9278.37148288652,30.6860834531564,2,0,1,0,1,0,1
212,2,75.5545825047473,80.9746724363159,111.612425589867,17.4303855933834,8.91773478490691,2.5171803978622,3010.43724437998,51.8366638698533,2,0,1,0,1,0,0
213,1,46.6166211732832,57.0104912455258,66.7954817518131,13.9685760929048,8.44088575892243,3.32212622507106,7190.169134507,49.6321898871006,1,1,0,1,0,0,1
214,1,43.7383784924163,51.7002397720696,72.4447835253914,18.4685397602869,9.15694782409412,3.57285121017965,10372.3728793216,45.6476378848912,2,1,0,0,1,0,0
215,1,52.4342946240689,64.750536328275,69.6529755600348,11.638106677785,6.11969920834857,1.6020536404534,10521.825916319,59.2660123101021,1,0,0,1,0,0,1
216,2,45.5612277917695,54.4151342828137,66.7694112944868,10.5388874282213,5.81223694170448,1.37176386490121,8098.90845455139,52.1397267754641,2,0,0,0,1,0,0
217,2,43.0186794456613,53.024917185925,64.897509869197,25.4485353641297,12.9652693248844,4.68866827108042,7285.50873845436,51.2084316339361,1,0,0,1,0,0,1
218,2,67.1518113532815,74.7659386665811,97.2311857271619,-0.215957825134989,0.125816156543804,0.171297460313566,8790.65685845245,54.523376910257,1,1,0,0,0,1,1
219,2,41.7445468486184,45.2159097601068,59.120523311476,14.345486790497,7.51000170667481,3.01507580912873,3224.64447780437,29.3928155186013,2,0,1,0,0,1,1
220,1,25.7459669386166,35.7127174598209,40.1836491108456,14.3088800573979,6.64145197333659,2.72879502051548,6871.2947934592,46.2621528509353,1,1,0,0,1,0,0
221,2,50.785018356651,60.7350637505527,79.2533783891571,14.6321735972484,7.03762179772328,2.08006371987288,13437.5814497311,53.2172174814094,2,0,1,0,1,0,1
222,3,39.7273068970636,49.765781450789,60.3900413871343,15.3488454122794,9.35583774178315,4.30604600910629,2785.70095214633,15.534934658667,1,1,0,0,1,0,1
223,2,37.173058599656,41.4425965015013,55.5323487818056,10.3415617021353,5.53184209328475,2.34355560232962,12887.3334522359,52.9769953775227,1,0,1,0,1,0,0
224,2,28.9780319896924,43.8732410149684,39.2252834438614,18.9977284738934,10.1642540869656,3.31981602428042,9584.31632446552,25.0723950866657,2,1,0,0,0,1,1
225,2,51.4254885490004,64.5040937099081,80.1609311897133,-2.72566340962432,-1.75172791568932,-0.669325622315406,6918.66744020734,20.3099652001178,1,0,1,0,1,0,0
226,3,42.3897264835951,51.1880576379458,58.9146163960938,7.1666024432726,4.57651181240587,1.94612023088869,14712.8506718355,36.7668649658745,2,0,1,0,0,1,1
227,2,52.7350159297204,65.7851640593086,78.4882094532674,11.2851326962799,6.31927892191701,0.460369306613506,7879.40114757511,17.4216062323543,1,0,1,1,0,0,1
228,2,41.4845208404112,44.2744213858858,64.7226355016709,12.9792974048328,6.28892559245049,1.34854455121008,13682.375994692,28.7071803534384,1,0,1,0,0,1,1
229,3,35.1224486126734,33.6645291141509,47.4505699062484,14.4388770465775,7.50790671883031,1.95178547260061,8074.41394981299,48.1706476146763,2,1,0,0,1,0,1
230,2,63.7535490611808,75.2819248056823,96.851151727159,15.8360399738659,7.25595376376858,4.02547450475193,9660.27620930134,38.9988228398844,2,1,0,1,0,0,1
231,2,40.923544273329,58.8582013999687,60.1860768687365,2.9488941757659,2.38697543210286,0.390984935494431,6276.94716367335,53.4210196229988,2,1,0,0,1,0,1
232,2,59.2192799381279,66.2638916123529,93.2914583687014,12.0460236263822,5.54016682830988,3.08337328676927,5214.98898068149,41.3125390154429,2,1,0,1,0,0,1
233,2,26.9762635483659,37.4246016602416,48.0758524097369,15.1450081320023,8.20887949911096,2.59431451033576,1998.72367611555,17.4662870549109,2,1,0,1,0,0,1
234,2,38.0082585543675,51.2798358675793,50.2724987972746,19.9580152294247,11.5286009934062,5.24733436404088,6133.79391110251,24.205399741476,2,1,0,1,0,0,1
235,2,40.9597290727023,55.7707432315095,65.041688921546,11.3185935934046,7.62037119847552,3.38573699961279,10181.4366994557,39.9174358356942,1,0,1,1,0,0,0
236,3,39.1355188780371,41.8409729781634,58.8772052867871,21.5948968703811,9.93305703299484,4.65187531202003,4693.45009026394,32.8734477570173,2,0,1,1,0,0,1
237,1,65.2306051798757,75.2421322976766,98.1643509592939,10.3108314064309,4.50661104625202,0.802772029601563,4521.61168743993,48.8840264469081,2,1,0,1,0,0,1
238,1,44.6585294805238,49.5295500194644,72.4794049793211,11.700611166537,6.35446629008887,2.10640116798136,6683.28308074184,39.8107875539701,2,0,1,1,0,0,0
239,2,48.6633877665518,57.4262508481501,75.6298692443229,12.9612847639267,5.86072917904359,1.2251750400408,8477.40262029066,24.6856728381375,2,1,0,0,0,1,0
240,2,30.8644243820412,37.275915898629,46.0094946812705,8.98571662556803,3.82487963172608,0.221432963624838,6516.19794340094,31.4142952263239,1,0,1,0,0,1,0
241,1,34.0617408523564,43.1524024436576,49.6230421101221,16.2956282926571,10.1605000523692,2.42670301977875,11637.1035367431,50.2254614600052,1,0,1,0,1,0,0
242,1,59.9710336283227,68.4480506211503,88.4121178773566,3.92527618102073,3.9112309690531,1.64591223535208,8877.89727773548,26.6550550360615,2,0,1,0,1,0,0
243,1,63.8772249689334,67.7501339633014,95.3941996748814,11.9661386081871,6.69237773020232,3.53225774391396,7891.87261690291,19.9962097630789,1,1,0,0,0,1,1
244,1,63.7329553321514,71.8439130173187,91.7907682043034,8.7567447015628,5.76476384040801,1.99303936372145,4692.15169230145,44.7819687567101,2,1,0,1,0,0,1
245,3,24.2904442571201,38.6734125877094,42.4646270820603,8.71755755490191,3.71106942090001,2.40512001796585,5193.07913915279,40.1928652150969,2,1,0,1,0,0,0
246,1,75.7494104045459,84.5773274229056,116.310994971408,18.9086723222666,9.48619332434974,3.02218804737175,9382.51198046091,28.4392630171001,1,0,1,0,1,0,1
247,1,60.2530924469931,64.4655033115551,93.7255009545855,18.3133180916755,10.0804144914145,3.47947420824944,7002.90961216813,37.4457621794057,2,1,0,0,0,1,1
248,2,44.5992380379261,54.7354594816786,67.7589446135557,21.5881591722159,12.0522399991242,3.06889144879195,11318.4898064673,39.8435209380168,1,1,0,0,1,0,1
249,2,55.5541166819739,58.1028078656402,84.3696523048051,10.4172192413492,4.30937475179114,1.91164268906788,3098.91918544661,28.800507027579,2,0,1,1,0,0,1
250,2,30.429221562722,36.270812974308,46.2893676149881,12.1944047252815,4.74422961783863,4.66902053931902,9005.57840178612,42.3770399880644,2,0,0,1,0,0,0
251,2,28.5576563766171,37.3768747395413,48.9379411005066,2.69050015388455,3.78961129067493,0.830205456804603,6426.02766502957,29.6777723641001,2,0,0,1,0,0,0
252,3,45.735756764064,51.1666222437547,66.661428044922,9.67092341985286,7.19581757376607,2.06620939320941,12390.1132259066,33.8821261752873,1,1,0,0,1,0,1
253,1,27.0225621516333,35.4933194961585,35.1060207735884,22.5848887330808,12.7822530769553,5.9932976100052,9281.53412595974,46.9141920552092,2,0,1,0,0,1,1
254,1,47.8502849783962,63.7057928599262,74.8377959761287,9.50083363461768,5.68183646351483,3.72459065415046,4924.61053947096,34.5735475044663,2,1,0,1,0,0,0
255,1,64.46558849407,65.1074057185839,100.77660948069,5.00196786726366,1.0960616196636,1.06059147019598,4075.82503603158,17.9613958918429,1,1,0,1,0,0,1
256,1,29.4918941555287,29.9826875962881,37.5897837256448,12.2513673971106,7.4448074194108,3.37185389101948,8688.8056598859,34.827319502536,1,0,1,0,1,0,1
257,2,33.923388686804,43.9940023655962,55.1821219967664,19.4789347815573,9.42004357405901,3.17804613310065,7078.93616656426,17.6005472446847,2,0,0,0,1,0,1
258,2,45.6984590917629,53.769637972267,66.4858855959382,2.53217217474992,1.40067863723563,-1.64435529003572,7748.50070137345,31.6780062360733,1,1,0,0,1,0,1
259,3,29.7360582026084,38.8885838416934,43.6610982289516,10.4770771692654,2.59915019663444,1.99437918314603,7502.8044781668,30.3558104378665,2,0,0,1,0,0,0
260,1,39.2507406017058,51.6339541262447,61.9036202394035,14.8069832523037,8.64050702200594,2.40352683668337,9965.0376759905,76.0942374113609,1,1,0,1,0,0,0
261,2,58.091331175071,73.3247510932759,86.9725818843301,23.8651799667351,12.1600644519089,5.85318882842653,4775.49581546741,43.8944670784817,1,0,1,0,1,0,1
262,1,59.5431752095518,67.8993967240526,97.0009348827955,8.30636523093826,3.07234595585913,2.6331006584871,18412.7288103977,43.3041939047809,1,0,1,0,1,0,0
263,1,50.7576999754064,65.573612559173,81.3065942863361,21.1165296072666,10.486642616298,4.72824572655988,8882.24267715205,40.4023781989124,1,0,1,0,0,1,1
264,2,17.226665053988,35.5678559444441,18.6290534118252,9.40262883862914,3.3656548880069,2.41352488703702,6390.87846096083,31.6496574569816,2,0,1,1,0,0,0
265,1,44.1900489476075,48.7682833231667,67.6862380937482,5.81389375162972,2.33316673749116,1.5886849970132,7565.67951366289,5.87397374155463,2,1,0,0,1,0,0
266,1,60.9715982150743,76.4820097529896,92.4491823330885,5.19399301006375,3.32162524325823,1.18429564697129,9626.39158352166,59.7525431755653,2,0,0,0,1,0,1
267,1,57.1979255611741,75.8015741335517,82.8764138224743,10.6734112477348,5.70213652093015,2.04007474577985,9902.52557957723,31.8049953598591,1,0,1,0,0,1,1
268,2,42.1377528884358,56.2471440220064,73.5774436125674,11.8655118065763,6.63684752778355,1.92506913973822,2675.43179328519,27.6554982351759,1,1,0,0,1,0,0
269,1,4.50105287154446,18.9661885252718,-5.55071454847521,10.0625890318562,4.64974040802015,1.82793023798387,1801.59234594031,30.4403723588709,1,0,1,0,1,0,0
270,1,45.9144995820167,50.8539164486433,64.3707736234412,18.3133389583532,11.1076662991638,3.45057766859616,7730.27927161036,50.8995495424028,2,1,0,1,0,0,1
271,2,53.6062754622537,64.5164977837683,84.7334803543245,13.1372469941712,5.46041915811132,2.2363294078045,10510.4065341761,46.9482782480275,1,1,0,0,1,0,1
272,3,45.6870536958765,57.5580931899327,62.7060510419208,11.3650343468048,6.64070508323806,2.61638573808767,8498.7224992806,53.8590296426226,1,0,1,1,0,0,0
273,1,47.3611881026381,56.2742086865568,64.6082825931492,8.3846731648037,4.73288567361394,2.11801666212613,11076.5767203384,41.3536296956879,2,0,1,0,0,1,1
274,2,51.4734805930316,57.4280445224591,72.4998987219496,4.22390441242777,1.57801689776497,3.29338289971633,9209.56537439881,36.6199250534218,2,0,1,0,0,1,1
275,2,39.0517539592468,50.1100156150779,56.5211935106587,0.244040167760687,0.831424366125867,0.555637307431509,9234.7763595884,34.9971849491258,2,1,0,1,0,0,0
276,1,64.6496733862732,70.2651542020052,93.2179888506545,13.280470383127,9.03830160861058,3.0362145888599,13040.5604840673,19.3139084033453,2,0,1,1,0,0,1
277,3,52.0559009981091,68.4744933068714,80.0590144726732,12.1520152206674,5.57485142148192,2.82168297135675,4813.67728029474,41.1151455841111,2,0,1,0,1,0,1
278,1,26.359945941381,44.4494430694223,31.2775179833648,20.1901391271596,8.8771643225828,2.77059285473546,5626.29305096554,33.951507469517,2,0,1,0,1,0,1
279,1,65.723631845783,76.6212552972718,108.658479769246,13.7465628494691,5.83488978502704,2.60464659017252,9165.53682248295,33.4044179593887,2,1,0,1,0,0,0
280,2,63.0668840551474,65.3540925677378,96.5779442593624,16.7833062067565,8.4946549628971,2.6742966608016,8761.99549835112,50.6323071283944,1,1,0,0,1,0,1
281,1,57.3611094552282,72.1788752305882,86.2548985243445,12.245918246254,5.28601150064676,1.38143482686619,1438.49512224207,52.5345616824655,2,1,0,0,1,0,1
282,2,20.0605589672161,25.6759092075086,23.839681178999,7.09005570224467,2.4432991195103,-0.10989367490642,9613.40129985041,67.444338466662,1,1,0,0,0,1,1
283,1,36.4604048459178,51.5734121227009,58.3765108674824,13.7378438589866,6.14357027873477,3.55138525780878,4130.34076487951,43.579128041051,1,1,0,0,1,0,0
284,2,54.5327072593429,73.1263611144833,81.9645308920956,14.0387226678067,7.99887265369647,3.34680494112301,4323.3680895237,36.861802300964,2,0,1,1,0,0,1
285,2,45.6558301136679,57.3157814133642,66.367045915633,7.0956436154194,3.87139401523818,1.39174335076093,13181.3406583273,27.1000223101739,2,0,1,1,0,0,1
286,2,50.2201845549196,63.1768704484727,74.7112569515847,11.8275041086315,3.21280473543638,0.61106411524038,11481.0734098709,37.5999607604781,2,0,0,0,1,0,1
287,1,81.8939032330562,91.6273876722358,119.650227554488,24.004689906672,11.880905012619,4.43161111524238,5755.51524874514,58.6471669568725,1,0,1,0,0,1,1
288,2,32.724295134005,40.2528660981566,42.5786885861294,5.22440362029226,2.23125168593967,1.43086381991934,13000.0169747912,35.1649805160694,1,0,1,1,0,0,0
289,1,13.301998276063,18.881880540781,21.9714624772549,20.8330715524183,9.97080551633377,4.37060178712569,6410.90772628605,58.5043836959068,2,1,0,0,1,0,1
290,2,49.1054290864562,58.5196979210847,82.3110976817304,10.6375865010906,4.48429875395105,1.14568864565874,11085.9450519178,35.3269184054529,1,1,0,1,0,0,0
291,1,34.6860473813488,51.6325350415571,54.4656660130072,20.8938635774521,11.8285448845769,5.2888119373123,12130.1539731947,40.5239621974746,1,1,0,1,0,0,0
292,3,51.690615794428,65.1967282469428,73.8682207116043,6.94168095307627,2.4925410161667,-0.301569276418527,11993.0088747879,67.7710446063066,2,1,0,0,1,0,0
293,1,32.814229143141,41.7900098343905,38.6431740142224,11.6028280352646,5.88399277474679,2.43616111173294,11763.9678483076,38.3259781086492,1,1,0,0,0,1,1
294,1,78.180832205027,83.0197119861562,121.783429326736,13.8674009901472,8.00958576006911,2.40258688465377,7137.9963385722,20.5675379185575,2,0,0,1,0,0,1
295,2,43.1444104263386,51.5062212725314,58.5733885596759,11.3244586301795,6.13843665980816,1.44720072887731,6359.79344552274,29.9162863109966,1,1,0,1,0,0,1
296,1,37.8399674095492,43.4708628514144,58.0166398194326,15.9524330336559,7.96928907255581,1.64920663836402,11761.782413195,25.3170039832358,2,1,0,0,1,0,1
297,1,42.5060776277009,55.9761705400986,65.8645369213627,10.9988309993431,4.3832162554599,2.88321803919296,7784.83124312297,39.078042189296,1,1,0,0,1,0,0
298,2,57.9384507543965,61.2445814495391,88.8764823489208,19.2532407909609,7.88634369556904,3.33390807063966,5952.69013620719,31.1325259660819,2,1,0,1,0,0,1
299,1,46.4601072780423,57.3032852937128,72.5605139354048,13.0225166033053,5.76639768458494,1.8002095805647,4925.01062514299,42.5364732638798,1,1,0,1,0,0,1
300,1,20.6157489118307,36.3401622712242,34.3662692729716,16.1545178174685,8.90994801861058,1.80242938322341,11904.7334441496,57.4858581544849,2,0,1,0,1,0,1
301,1,44.9306884826031,57.7691675826982,61.8160724367117,4.88671838064731,1.93878553187109,2.33914833392875,10274.1824762201,26.2844772558589,2,1,0,0,1,0,0
302,1,56.4036325149308,65.0814624817171,78.0454727001295,8.04966425581774,3.81943955223363,2.16632084119699,12438.8430061286,25.8995060270516,1,1,0,1,0,0,0
303,3,45.5848636930884,60.7539748799834,58.655920920766,18.5370476927493,9.26530922394267,4.01576372975996,6141.3127807561,34.9232058515508,1,1,0,1,0,0,1
304,2,56.0260821242166,76.6834442111077,83.2267393567262,15.052715646964,8.74390978420295,3.14158645048239,8779.06168176869,48.5938008789443,1,1,0,1,0,0,0
305,1,42.802910595017,52.7623971086917,69.3404752823655,11.1845602463975,4.90000521929052,1.91442231776566,4740.43722506789,42.5123254820442,1,1,0,0,1,0,0
306,2,44.1316899692808,49.8597527061267,71.4253530670411,11.3473035782586,5.03185718056497,2.00783051473204,8258.67068958192,39.2534106614436,2,1,0,1,0,0,0
307,1,52.235541991568,60.4581088425961,74.7110573726482,16.5294009627278,9.20160030134764,4.29101464713693,5461.39265284218,56.8609931329948,2,0,1,0,1,0,1
308,1,59.894154551636,75.6177522600016,88.3757548758943,10.6571320702802,5.11647674920243,1.31405796437142,9166.71759311117,34.7763080217423,1,1,0,1,0,0,0
309,1,26.3040675295194,44.5333742079345,31.2461509726267,12.4497310256395,6.89927122528859,4.48763248496368,7887.09255396083,60.1822626329934,2,1,0,1,0,0,0
310,2,44.4976871273159,53.2222960772122,58.0596248611213,2.1242711871,1.30682930212853,-0.400043691864712,12336.8049467775,19.8728423568532,1,1,0,1,0,0,1
311,1,43.9355672812501,51.9956240980099,60.8419582727289,22.6440561909301,13.2718709235619,5.92439193958293,8951.67344630806,41.3727347443285,1,0,1,0,1,0,0
312,1,33.6161901940357,41.8149642417904,53.7865531187149,16.5958074958594,9.00135972189693,2.74713201035838,6788.05852754273,48.8515215838405,2,1,0,0,1,0,1
313,3,29.4846095859127,32.7068869886427,42.2673433315595,16.9937270580645,7.94911902480804,3.91103182279103,2779.28800857427,51.6638891315359,2,0,1,1,0,0,1
314,1,35.5390206904377,46.8525226825535,59.3331314911497,0.567254865161281,0.073381217629189,-0.906779765106093,6641.53616323965,20.5719422756921,1,1,0,1,0,0,0
315,1,53.8021158001949,67.7699091920345,82.4745486388671,11.8749799428335,6.87521905738589,1.90705244754852,6241.73748032121,30.4837601414946,1,1,0,1,0,0,0
316,1,38.7551601572452,48.3619508091422,68.6061247692537,9.54639652531069,4.98291884206951,0.774744435879672,11443.7571329492,14.8150930882771,2,0,1,0,0,1,0
317,1,33.2266828574202,48.8908659646035,43.8078324345295,3.74168216053922,0.181131575740935,0.537602522329412,9372.08977893408,35.1312609162607,1,1,0,1,0,0,1
318,1,47.4512447922915,59.5913361026096,63.3756873027068,16.3645822463595,8.32306475178925,3.87755064469395,6236.58091382428,31.9967419947985,1,0,0,0,0,1,1
319,2,26.4492864733598,38.1908573474714,43.040943464574,19.4047846874226,10.6625050068521,5.25472003223997,8683.74482208484,49.8496607644293,2,1,0,1,0,0,1
320,1,60.6881066435501,73.95744615206,88.8984218578943,8.6806535647352,3.31379853718881,0.0817075968119996,8402.44322553874,42.9850547269095,1,1,0,0,0,1,1
321,2,37.7310687567194,49.6022424456928,50.7482159703469,10.6248589324276,6.10500674327832,2.96119011525833,8987.98331634277,34.4466041701726,2,1,0,1,0,0,0
322,1,47.83693217521,54.2386988106847,63.9198686127641,22.2687719335336,10.1093544326606,5.72210949414862,7107.46335907162,54.3466608709466,2,1,0,0,0,1,1
323,2,45.7650949736246,63.4657674137356,64.5641967375085,2.10115258021791,1.33817748317456,0.521049304546579,11554.9639191936,36.2684424593752,2,1,0,0,1,0,1
324,1,44.9963899667034,51.2544615775611,67.2018168789191,16.4653247126269,8.75612515132411,2.63931768780201,11928.6061598758,53.7887345065337,2,1,0,0,0,1,1
325,1,72.140730636643,75.2274866840774,112.451082186296,10.1158720561145,3.24624203340633,2.76499921506092,4488.6342046537,45.9993291973414,2,0,1,0,1,0,1
326,1,32.6200806433508,39.9657011344915,51.5368265486668,11.3081349515733,5.49487937461311,3.23306911696153,10988.3565989003,45.9363653119134,1,0,0,1,0,0,1
327,1,62.1820567834198,73.1766954550632,92.8681843600566,8.33415394336716,4.15027209809388,1.98728062369592,5759.00894992982,48.8806444709714,2,1,0,0,1,0,1
328,2,45.4735978132986,50.2623756570642,68.5489178273348,18.5801722741143,8.12410134846531,4.5522393006051,8665.60296939675,30.5528064884673,2,0,1,1,0,0,1
329,2,32.4719129203992,47.7688681905487,46.7705973340745,5.23699433349745,2.47302469340183,0.581721967489797,11002.8356935475,21.0610845580803,1,0,1,0,0,1,0
330,2,43.9685452647523,55.0534343630778,65.8666742705146,17.7756569546298,8.90948394551432,5.65094418610756,9482.42977567788,47.7229314427039,2,1,0,0,0,1,1
331,2,56.201575305187,60.9330800658042,88.7354484922912,20.4387840973913,9.1948694955202,2.40860173040256,7974.66674739609,22.3880239610796,1,1,0,1,0,0,1
332,2,38.6172189840809,58.3017509600471,53.3419869323723,2.1501029466018,1.59939272179548,0.106015582935837,8288.41095659862,27.1566583785369,1,0,1,1,0,0,0
333,1,33.4187664720981,43.5097022803485,43.8744242717418,5.23857484470461,1.86168773439124,0.643589100072156,14752.1157175496,35.375078424214,1,1,0,1,0,0,0
334,2,47.2914616012184,51.4326628731689,66.9347764119289,15.5492728830145,6.60638845279802,1.92276746189701,12309.9040740695,44.7750559661711,1,1,0,0,1,0,1
335,2,59.828952677682,70.5914398339086,88.4376663177973,6.26214528296439,4.18319661916754,1.56817853636078,8031.22324861546,45.311076701259,2,0,1,1,0,0,1
336,1,43.8981249799174,63.3200897797564,65.4047579145667,7.85082068192164,3.7368821616048,0.548023326003735,7037.62432544562,15.9677495745481,2,1,0,1,0,0,0
337,1,24.1946016966039,30.0349934905396,38.8445089917622,9.32788339589183,6.11793853294787,2.19425107667122,13525.0246017861,40.9297593160168,2,0,1,1,0,0,1
338,1,25.3998614343696,28.014564006284,32.5439737986924,9.93309463004059,3.6122490295963,2.0849086539328,8269.77417567602,16.7436579941012,2,1,0,0,1,0,0
